-2.081509208679199219e+01,-1.468134307861328125e+01
-2.539888191223144531e+01,1.389914131164550781e+01
-2.536330032348632812e+01,1.393466949462890625e+01
1.734761619567871094e+01,5.663190841674804688e+00
-2.116565132141113281e+01,-1.486595916748046875e+01
2.497839927673339844e+00,-1.712950325012207031e+01
2.462834596633911133e+00,-1.716535949707031250e+01
2.459549188613891602e+00,-1.716875457763671875e+01
2.463170051574707031e+00,-1.716525077819824219e+01
-2.480642890930175781e+01,-5.779973030090332031e+00
1.338549613952636719e+01,8.707375526428222656e-01
2.745578956604003906e+01,9.361908912658691406e+00
1.053598785400390625e+01,1.440332508087158203e+01
2.015694427490234375e+01,1.348056030273437500e+01
2.048874092102050781e+01,1.413057041168212891e+01
2.025051689147949219e+01,1.346284198760986328e+01
2.017108917236328125e+01,1.405630683898925781e+01
1.983067321777343750e+01,1.400244235992431641e+01
2.057229232788085938e+01,1.388138103485107422e+01
2.012699127197265625e+01,1.348138713836669922e+01
2.048983955383300781e+01,1.408991050720214844e+01
2.749621582031250000e+01,9.320084571838378906e+00
5.264903068542480469e+00,-2.238413429260253906e+01
1.093466186523437500e+01,2.493138313293457031e+01
-1.454772567749023438e+01,-1.450530052185058594e+01
1.446711444854736328e+01,-1.419554424285888672e+01
-2.272330856323242188e+01,3.585293889045715332e-01
-4.888351440429687500e+00,1.993623352050781250e+01
-2.106756782531738281e+01,-1.478928565979003906e+01
-2.095803070068359375e+01,-1.477595138549804688e+01
-2.090000343322753906e+01,-1.481715583801269531e+01
-8.331125259399414062e+00,-2.639157295227050781e+00
-8.331346511840820312e+00,-2.639147758483886719e+00
1.069088459014892578e+01,1.669725990295410156e+01
1.072443962097167969e+01,1.673073768615722656e+01
5.293974876403808594e+00,-2.241311073303222656e+01
2.012283134460449219e+01,1.381286716461181641e+01
-2.138705253601074219e+00,-2.135996818542480469e+01
2.008488273620605469e+01,1.411813831329345703e+01
-1.953360080718994141e+00,-2.140158081054687500e+01
1.809008026123046875e+01,-4.000127792358398438e+00
2.030468750000000000e+01,1.364255905151367188e+01
-5.007947087287902832e-01,2.329574775695800781e+01
1.727346801757812500e+01,5.435486316680908203e+00
-5.057618021965026855e-01,2.330071449279785156e+01
1.728172492980957031e+01,5.439305305480957031e+00
-1.003089809417724609e+01,1.502061271667480469e+01
1.998508644104003906e+01,1.389691734313964844e+01
-1.008218479156494141e+01,1.503908061981201172e+01
3.963907659053802490e-01,-3.931908607482910156e+00
-1.801394844055175781e+01,-6.660528659820556641e+00
1.737447166442871094e+01,5.315843105316162109e+00
-1.010779953002929688e+01,1.502643489837646484e+01
2.013475608825683594e+01,1.413910198211669922e+01
-1.009446334838867188e+01,1.504956340789794922e+01
3.287477195262908936e-01,-3.578859090805053711e+00
-1.800916481018066406e+01,-6.655935764312744141e+00
-1.010973167419433594e+01,1.501163291931152344e+01
2.155681848526000977e-01,-3.377289295196533203e+00
-4.794408380985260010e-01,2.327422904968261719e+01
-1.327290916442871094e+01,-5.875079631805419922e-01
7.571612596511840820e-01,-3.811846971511840820e+00
3.821744620800018311e-01,-3.864821434020996094e+00
-4.676223099231719971e-01,2.326258659362792969e+01
-1.339173316955566406e+01,2.587266540527343750e+01
1.850471115112304688e+01,-3.909771919250488281e+00
1.817635345458984375e+01,-3.957511663436889648e+00
8.658611297607421875e+00,-9.133306503295898438e+00
-3.033418655395507812e-01,-3.667244911193847656e+00
-5.048933625221252441e-01,2.329978942871093750e+01
-1.340112876892089844e+01,2.586327743530273438e+01
1.843609809875488281e+01,-4.062517166137695312e+00
1.875129318237304688e+01,-4.061784744262695312e+00
8.617004394531250000e+00,-9.174787521362304688e+00
-1.415075957775115967e-01,-3.785298347473144531e+00
-4.749155640602111816e-01,2.326968193054199219e+01
-1.342829036712646484e+01,2.583628082275390625e+01
1.312901526689529419e-01,-3.884410142898559570e+00
4.199818521738052368e-02,-3.229869604110717773e+00
-7.693191170692443848e-01,-3.597448587417602539e+00
4.505539685487747192e-02,-3.903751850128173828e+00
1.998435401916503906e+01,1.364600658416748047e+01
2.000389480590820312e+01,1.416135501861572266e+01
2.030246543884277344e+01,1.386095237731933594e+01
2.028135108947753906e+01,1.380209541320800781e+01
1.102646923065185547e+01,-1.427585887908935547e+01
5.375379920005798340e-01,-3.280765771865844727e+00
1.736941337585449219e-01,-3.207971811294555664e+00
1.965695190429687500e+01,1.399497032165527344e+01
1.988803672790527344e+01,1.378551387786865234e+01
2.050691413879394531e+01,1.388519287109375000e+01
2.025349235534667969e+01,1.361317729949951172e+01
1.099890232086181641e+01,-1.428692531585693359e+01
1.350249350070953369e-01,-3.261979579925537109e+00
2.118182182312011719e-01,-3.565173864364624023e+00
1.978623390197753906e+01,1.395900535583496094e+01
1.470958328247070312e+01,-1.703382110595703125e+01
1.723210525512695312e+01,-1.985065078735351562e+01
-1.542035102844238281e+01,3.408664464950561523e+00
-1.191871929168701172e+01,1.019815731048583984e+01
-1.542067432403564453e+01,3.408775329589843750e+00
-1.841723823547363281e+01,1.712003135681152344e+01
2.745932388305664062e+01,9.357519149780273438e+00
4.685754477977752686e-01,-1.091420650482177734e+01
-1.457664775848388672e+01,-1.447586345672607422e+01
5.510754108428955078e+00,-2.262944412231445312e+01
5.491360187530517578e+00,-2.261011886596679688e+01
2.046177864074707031e+01,1.403308296203613281e+01
2.034929275512695312e+01,1.407320404052734375e+01
1.016851997375488281e+01,-6.318455219268798828e+00
1.993232727050781250e+01,-1.336906814575195312e+01
2.060773849487304688e+01,1.396308898925781250e+01
7.515752315521240234e+00,1.406732749938964844e+01
-2.540339851379394531e+01,1.389479351043701172e+01
-2.543910789489746094e+01,1.385900688171386719e+01
1.733280563354492188e+01,5.347454547882080078e+00
-2.098603820800781250e+01,-1.481751918792724609e+01
2.744342041015625000e+01,9.373404502868652344e+00
8.675684928894042969e+00,7.677503585815429688e+00
-1.454044055938720703e+01,-1.451041316986083984e+01
-1.453875064849853516e+01,-1.451453113555908203e+01
-1.453462791442871094e+01,-1.451834964752197266e+01
-1.457142448425292969e+01,-1.448275566101074219e+01
-1.451822090148925781e+01,-1.453611278533935547e+01
-3.690591156482696533e-01,-3.920653104782104492e+00
2.009759902954101562e+01,1.374586677551269531e+01
-2.014373064041137695e+00,-2.130136108398437500e+01
1.989426612854003906e+01,1.420411872863769531e+01
-1.904034137725830078e+00,-2.153121948242187500e+01
5.957670137286186218e-02,-3.958413362503051758e+00
-1.395755857229232788e-01,-4.328571319580078125e+00
6.302434206008911133e-01,-4.259362697601318359e+00
6.706625819206237793e-01,-3.577115774154663086e+00
-1.800641822814941406e+01,-6.653306484222412109e+00
1.983398646116256714e-01,-4.037393093109130859e+00
1.854290199279785156e+01,-4.298614978790283203e+00
2.923542022705078125e+01,-3.900604844093322754e-01
-1.997609138488769531e+00,-2.154620170593261719e+01
-1.830338358879089355e+00,-2.141277122497558594e+01
-1.327210140228271484e+01,-5.881230831146240234e-01
-1.252020150423049927e-01,-3.575215816497802734e+00
-1.799651527404785156e+01,-6.643180847167968750e+00
4.967001378536224365e-01,-3.207150697708129883e+00
1.858646011352539062e+01,-4.171784400939941406e+00
-2.142311096191406250e+00,-2.148514366149902344e+01
-1.934407234191894531e+00,-2.150335502624511719e+01
-1.815375685691833496e+00,-2.138276100158691406e+01
-1.327205371856689453e+01,-5.880692601203918457e-01
2.948677912354469299e-02,-3.419952392578125000e+00
-1.802686119079589844e+01,-6.673720359802246094e+00
3.027635216712951660e-01,-3.786108493804931641e+00
1.846750450134277344e+01,-4.203443527221679688e+00
1.848909378051757812e+01,-3.898805856704711914e+00
-2.482035064697265625e+01,-5.766022205352783203e+00
-1.345065879821777344e+01,2.581397056579589844e+01
-6.050172448158264160e-01,-3.250073432922363281e+00
5.055693387985229492e-01,-3.567951917648315430e+00
1.068923568725585938e+01,1.669571113586425781e+01
4.935590624809265137e-01,-4.040210723876953125e+00
1.843900299072265625e+01,-3.798384189605712891e+00
2.020812225341796875e+01,1.410292339324951172e+01
1.856638717651367188e+01,-4.006947994232177734e+00
1.813742637634277344e+01,-4.116135597229003906e+00
-5.938099622726440430e-01,-3.864078998565673828e+00
3.543131053447723389e-01,-3.899984121322631836e+00
1.823702049255371094e+01,-4.373955249786376953e+00
2.006112670898437500e+01,1.392685127258300781e+01
1.845572853088378906e+01,-3.972906827926635742e+00
1.819081878662109375e+01,-4.203872680664062500e+00
1.114147663116455078e+01,-1.415463542938232422e+01
